seq,HOTA(0),LocA(0),HOTALocA(0),HOTA___5,HOTA___10,HOTA___15,HOTA___20,HOTA___25,HOTA___30,HOTA___35,HOTA___40,HOTA___45,HOTA___50,HOTA___55,HOTA___60,HOTA___65,HOTA___70,HOTA___75,HOTA___80,HOTA___85,HOTA___90,HOTA___95,HOTA___AUC,DetA___5,DetA___10,DetA___15,DetA___20,DetA___25,DetA___30,DetA___35,DetA___40,DetA___45,DetA___50,DetA___55,DetA___60,DetA___65,DetA___70,DetA___75,DetA___80,DetA___85,DetA___90,DetA___95,DetA___AUC,AssA___5,AssA___10,AssA___15,AssA___20,AssA___25,AssA___30,AssA___35,AssA___40,AssA___45,AssA___50,AssA___55,AssA___60,AssA___65,AssA___70,AssA___75,AssA___80,AssA___85,AssA___90,AssA___95,AssA___AUC,DetRe___5,DetRe___10,DetRe___15,DetRe___20,DetRe___25,DetRe___30,DetRe___35,DetRe___40,DetRe___45,DetRe___50,DetRe___55,DetRe___60,DetRe___65,DetRe___70,DetRe___75,DetRe___80,DetRe___85,DetRe___90,DetRe___95,DetRe___AUC,DetPr___5,DetPr___10,DetPr___15,DetPr___20,DetPr___25,DetPr___30,DetPr___35,DetPr___40,DetPr___45,DetPr___50,DetPr___55,DetPr___60,DetPr___65,DetPr___70,DetPr___75,DetPr___80,DetPr___85,DetPr___90,DetPr___95,DetPr___AUC,AssRe___5,AssRe___10,AssRe___15,AssRe___20,AssRe___25,AssRe___30,AssRe___35,AssRe___40,AssRe___45,AssRe___50,AssRe___55,AssRe___60,AssRe___65,AssRe___70,AssRe___75,AssRe___80,AssRe___85,AssRe___90,AssRe___95,AssRe___AUC,AssPr___5,AssPr___10,AssPr___15,AssPr___20,AssPr___25,AssPr___30,AssPr___35,AssPr___40,AssPr___45,AssPr___50,AssPr___55,AssPr___60,AssPr___65,AssPr___70,AssPr___75,AssPr___80,AssPr___85,AssPr___90,AssPr___95,AssPr___AUC,LocA___5,LocA___10,LocA___15,LocA___20,LocA___25,LocA___30,LocA___35,LocA___40,LocA___45,LocA___50,LocA___55,LocA___60,LocA___65,LocA___70,LocA___75,LocA___80,LocA___85,LocA___90,LocA___95,LocA___AUC,OWTA___5,OWTA___10,OWTA___15,OWTA___20,OWTA___25,OWTA___30,OWTA___35,OWTA___40,OWTA___45,OWTA___50,OWTA___55,OWTA___60,OWTA___65,OWTA___70,OWTA___75,OWTA___80,OWTA___85,OWTA___90,OWTA___95,OWTA___AUC,HOTA_TP___5,HOTA_TP___10,HOTA_TP___15,HOTA_TP___20,HOTA_TP___25,HOTA_TP___30,HOTA_TP___35,HOTA_TP___40,HOTA_TP___45,HOTA_TP___50,HOTA_TP___55,HOTA_TP___60,HOTA_TP___65,HOTA_TP___70,HOTA_TP___75,HOTA_TP___80,HOTA_TP___85,HOTA_TP___90,HOTA_TP___95,HOTA_TP___AUC,HOTA_FN___5,HOTA_FN___10,HOTA_FN___15,HOTA_FN___20,HOTA_FN___25,HOTA_FN___30,HOTA_FN___35,HOTA_FN___40,HOTA_FN___45,HOTA_FN___50,HOTA_FN___55,HOTA_FN___60,HOTA_FN___65,HOTA_FN___70,HOTA_FN___75,HOTA_FN___80,HOTA_FN___85,HOTA_FN___90,HOTA_FN___95,HOTA_FN___AUC,HOTA_FP___5,HOTA_FP___10,HOTA_FP___15,HOTA_FP___20,HOTA_FP___25,HOTA_FP___30,HOTA_FP___35,HOTA_FP___40,HOTA_FP___45,HOTA_FP___50,HOTA_FP___55,HOTA_FP___60,HOTA_FP___65,HOTA_FP___70,HOTA_FP___75,HOTA_FP___80,HOTA_FP___85,HOTA_FP___90,HOTA_FP___95,HOTA_FP___AUC,MOTA,MOTP,MODA,CLR_Re,CLR_Pr,MTR,PTR,MLR,sMOTA,CLR_F1,FP_per_frame,MOTAL,MOTP_sum,CLR_TP,CLR_FN,CLR_FP,IDSW,MT,PT,ML,Frag,CLR_Frames,IDF1,IDR,IDP,IDTP,IDFN,IDFP,Dets,GT_Dets,IDs,GT_IDs
MOT17-02-FRCNN,0.38606525381815165,0.7683570195268333,0.2966359477665854,0.38606525381815165,0.38527077388589054,0.38371704026886694,0.38269897124665764,0.3813418049030715,0.3799953458927849,0.3780907357923424,0.3750978010252532,0.371616221565824,0.36587760708335276,0.3574317950684428,0.34541471650820144,0.3338713939727958,0.31882590386748794,0.29584184151854503,0.2587987846994878,0.2002588714220104,0.12952272028377165,0.03819337558420591,0.3193647872845866,0.35001287001287,0.34675431388660644,0.34048969994377143,0.3367997145333129,0.3332655447658752,0.33049213597158805,0.3278647020102284,0.3233082706766917,0.317524115755627,0.3094322664403056,0.2977038796516231,0.2805312759412081,0.26216489387303266,0.24096157486276737,0.21132615825211326,0.17475249742418134,0.12298732442617334,0.06884043203586712,0.018130993516325657,0.2628075086305352,0.42583114215255397,0.4280655301643136,0.43243236731394313,0.4348534047785359,0.4363534558272245,0.43691346081708515,0.4360109631061632,0.43518330056789295,0.4349232366247832,0.4326194708297017,0.42914283910358425,0.42530490042559693,0.42519082576831657,0.4218513139898444,0.41415788711149154,0.383266688311511,0.3260792587393072,0.2436959585170453,0.08045526778236013,0.3938069090490134,0.36591141488617407,0.3633819493030515,0.35848447338679296,0.35557827888703514,0.3527797212206017,0.35057316613745226,0.34847424788762715,0.34481459555459876,0.34013239330498896,0.3335127280555406,0.3237715946396857,0.30918680372423446,0.29314891555890427,0.27404337764382974,0.24621925622948174,0.20994564339917118,0.15456649265378614,0.09089930574242505,0.0251332005812389,0.28634513467350636,0.8895721575297658,0.8834227397618736,0.871516420253827,0.8644511317545467,0.8576475206070915,0.8522831348946749,0.8471804265340834,0.8382833965720267,0.8269004317676305,0.8108072746303807,0.7871254742902002,0.7516681931178857,0.7126782676959309,0.666230537746958,0.598586942300144,0.5104016747350517,0.3757686772209865,0.220986523616381,0.06110166165118409,0.696137504562138,0.43044301600815477,0.43269055302170556,0.4371483883879701,0.43976344126876543,0.44178013550284584,0.4427976226852059,0.4420215611844802,0.44143846138753917,0.4421801156208834,0.4418765333669941,0.441109628304949,0.4401565065853994,0.44306587379460705,0.4448474787706014,0.44548006962591374,0.42899842234076246,0.3894154398011891,0.31932423223854733,0.12805536266382028,0.4143469917137018,0.9444291784157037,0.94605387185602,0.9517558253962579,0.9546920920780579,0.9563097215586818,0.9561077137662383,0.953965594986553,0.9512345068471185,0.9462251005358349,0.9365220234600989,0.9201805625541979,0.8964147946578765,0.8785505976323504,0.8621472425058352,0.8191729142054377,0.7501264469318041,0.6249286591069917,0.48718953885220445,0.18451471617485948,0.8379221632380065,0.7683570195268333,0.7731872557605047,0.7821304945952182,0.7870847373790345,0.7915611393664467,0.7948107422953703,0.7975947061929003,0.8020674826221755,0.8072233435473865,0.8138235211276192,0.8223024518724452,0.8339791423243165,0.8453231551613483,0.8571334445654456,0.8719622014780514,0.8884457306078354,0.9105550932975532,0.9353060579779869,0.9632449636367455,0.8340048780702747,0.39473595697331215,0.39439990717614587,0.39372616051253584,0.39322312398855563,0.3923476143681447,0.39136956356711905,0.38979301230163194,0.3873726291020487,0.3846186180843818,0.37984746929044844,0.37275227879218864,0.3626274434882778,0.3530498965862715,0.3400081748271131,0.3193331284507843,0.2836638353245436,0.2245015085706133,0.14883478572374886,0.04496774825351326,0.33427225554638834,6799.0,6752.0,6661.0,6607.0,6555.0,6514.0,6475.0,6407.0,6320.0,6197.0,6016.0,5745.0,5447.0,5092.0,4575.0,3901.0,2872.0,1689.0,467.0,5320.578947368421,11782.0,11829.0,11920.0,11974.0,12026.0,12067.0,12106.0,12174.0,12261.0,12384.0,12565.0,12836.0,13134.0,13489.0,14006.0,14680.0,15709.0,16892.0,18114.0,13260.421052631578,844.0,891.0,982.0,1036.0,1088.0,1129.0,1168.0,1236.0,1323.0,1446.0,1627.0,1898.0,2196.0,2551.0,3068.0,3742.0,4771.0,5954.0,7176.0,2322.4210526315787,0.25203164522899735,0.8131792830808587,0.2592433130617297,0.3352887358053926,0.8151249509354965,0.11290322580645161,0.3548387096774194,0.532258064516129,0.18939276323092138,0.475137278828554,2.355,0.2591288356494072,5066.107,6230,12351,1413,134,7,22,33,306.0,600,0.3753813300793167,0.26489424681125884,0.643987962841816,4922,13659,2721,7643,18581,278,62
MOT17-04-FRCNN,0.6075363469942379,0.7815017828508962,0.4747907383227176,0.6075363469942379,0.6051625698196759,0.6034187949980881,0.6021387625539097,0.6000187524342662,0.5958593012836743,0.58919662744671,0.5809853542346667,0.5678875137122007,0.5444650799936769,0.5241970715442398,0.5039631922798553,0.48292930254218724,0.45454540244806974,0.4144537893708107,0.35812826963273536,0.2829746814489719,0.17849260577306825,0.04760149321643194,0.48126078482776186,0.586404501380728,0.582166818520666,0.5807265806024495,0.5783428701274557,0.5749592892626718,0.5691050232061445,0.5566058877457472,0.5465236312114159,0.5319498746867168,0.5057149613747438,0.47650150730463015,0.44850989610980513,0.4233341405711518,0.39320229021552827,0.349857781389679,0.28909584788513776,0.21358344319318923,0.11868228404099561,0.024360160345359236,0.439454041535485,0.6294297060306184,0.6290666596927558,0.626997720302746,0.6269137359470688,0.6261704263174289,0.6238713285749032,0.6236956407352156,0.6176201037949379,0.6062530391987663,0.5861844042079902,0.5766667378869103,0.5662726762013804,0.5509140154376113,0.5254585947946195,0.49097648433464763,0.4436447581256691,0.3749104759432053,0.2684445330075962,0.09301671763690522,0.5308688293774196,0.5938768214984125,0.5911642870660471,0.5902390815232248,0.5887040814180877,0.586517231953235,0.5827112727884434,0.5744895598965452,0.5677607923123831,0.5578779149231449,0.5396051054524045,0.5184935971570956,0.49746619845658896,0.47784763546901615,0.4534348255777278,0.41640557646613535,0.36030447673318333,0.28275543032571443,0.1704480938663078,0.038206783438820786,0.4730688824380272,0.9789940725848383,0.9745225137786405,0.972997330930015,0.9704669139311588,0.9668619362889528,0.960587888661652,0.94703455925682,0.9359423203577247,0.9196505944746785,0.8895282332143228,0.8547263336684113,0.8200630871087387,0.7877222780685639,0.7474782488127838,0.6864362716212,0.5939547297999931,0.4661166764879199,0.2809802766127075,0.06298311899892543,0.7798445991925288,0.6349272577117333,0.6353457227834329,0.6341984000196573,0.6345345882159568,0.6345032437415953,0.6337247047095849,0.6354984113245263,0.6328747146924109,0.6265772074011116,0.6110726197629792,0.6038200631108084,0.599390552122253,0.5905940638446838,0.5739955985939473,0.5498408167418044,0.5164314092828783,0.45889883662986497,0.3562599384293828,0.15297818465586313,0.5639719123039197,0.9838712035641849,0.9836322625847571,0.9825125859848158,0.9814315394426625,0.9794446254633978,0.9751874608343473,0.9703598537133173,0.9637219586111577,0.9526186754281082,0.9349124696389615,0.9212993689544181,0.9052829475870217,0.8813020113575647,0.848235985210961,0.8012506018011349,0.730549690663666,0.6286666030881518,0.45642422908018004,0.17167279186385528,0.8448619402564561,0.7815017828508962,0.7847905176296642,0.7858227024139524,0.787405019147603,0.7894969179858244,0.7928519703568266,0.7995809146161615,0.8045942546623662,0.8112670534595525,0.8225710813239753,0.8347215066523493,0.845731575074447,0.854760211235357,0.8643704571632834,0.8766565633013965,0.8922179473952646,0.9102545882047947,0.9324724342156538,0.9620407077396185,0.8385846423909994,0.6113948913543061,0.6098210749017187,0.6083408243317627,0.6075085802267329,0.6060195914115941,0.6029401760789366,0.5985871984559707,0.5921659222537804,0.5815627063559246,0.5624127463413391,0.5468071061058297,0.5307556080907103,0.5130818254660787,0.48812009411518414,0.4521563291503122,0.39980894491230295,0.32558865606611576,0.21390619196268235,0.05961434044710366,0.5005575162120203,28243.0,28114.0,28070.0,27997.0,27893.0,27712.0,27321.0,27001.0,26531.0,25662.0,24658.0,23658.0,22725.0,21564.0,19803.0,17135.0,13447.0,8106.0,1817.0,22497.736842105263,19314.0,19443.0,19487.0,19560.0,19664.0,19845.0,20236.0,20556.0,21026.0,21895.0,22899.0,23899.0,24832.0,25993.0,27754.0,30422.0,34110.0,39451.0,45740.0,25059.263157894737,606.0,735.0,779.0,852.0,956.0,1137.0,1528.0,1848.0,2318.0,3187.0,4191.0,5191.0,6124.0,7285.0,9046.0,11714.0,15402.0,20743.0,27032.0,6351.263157894737,0.4710347582900519,0.8215428221383844,0.4746514708665391,0.5406354479887293,0.8912267322957468,0.1927710843373494,0.5301204819277109,0.27710843373493976,0.374554481990033,0.6730099730387666,2.9885714285714284,0.47460446351857966,21122.688,25711,21846,3138,172,16,44,23,791.0,1050,0.5865246184854592,0.47116092268225496,0.7766993656625879,22407,25150,6442,28849,47557,337,83
MOT17-05-FRCNN,0.6057317406350592,0.6511927263399359,0.3944481036147791,0.6057317406350592,0.6017981394908224,0.5996557730378451,0.5947120397478612,0.5865551436270485,0.5735314623575887,0.5581058541656168,0.5193114780368773,0.4800782740862107,0.44555551465255494,0.4193272179499485,0.38869458822004305,0.35164607182494223,0.30333932500745264,0.24988059697225973,0.18828436159285222,0.11015395519103838,0.04577648683395348,0.00710528023530789,0.40153912124554125,0.6564658090724441,0.6420134228187919,0.6332443257676903,0.621768527111229,0.6083355245858533,0.5899402131531063,0.5699435318275154,0.5275974025974026,0.47438833313245754,0.4199651770168311,0.37976539589442815,0.3397218267440587,0.29040084388185655,0.23840858473375176,0.18766990291262137,0.13700158007249744,0.07732276530162924,0.02876124800269111,0.0028693228398098047,0.3908201967087718,0.5589185857694657,0.5641019141072308,0.5678488247039303,0.5688329254365604,0.5655545708095383,0.5575791088319407,0.5465140440407662,0.5111556840370498,0.4858364617184675,0.4727051848619033,0.4630103680181658,0.4447270414137177,0.42580785295589163,0.38595399657582197,0.332713513323897,0.25876344493011133,0.15692524442052802,0.07285799095585307,0.017594746231345437,0.418810605428536,0.7008818852103513,0.6914847477230013,0.6857018938846321,0.6780396125487929,0.6689316177533613,0.656209339308949,0.6420413474049443,0.6108139366777505,0.5690328176955327,0.5230591296804973,0.4867717218447304,0.4484603151655342,0.3980049154257626,0.3404655197339887,0.2794564117391933,0.21309816394390632,0.1269336417522047,0.04944340031805696,0.005059997108573081,0.4617837060484085,0.9119638826185101,0.8997366440933032,0.8922121896162528,0.882242287434161,0.8703912716328066,0.8538374717832957,0.8354025583145221,0.79477050413845,0.7404063205417607,0.6805869074492099,0.6333709556057185,0.5835214446952596,0.5178705793829947,0.44300225733634313,0.3636192626034612,0.27727614747930773,0.1651617757712566,0.06433408577878104,0.006583897667419112,0.6008573917864638,0.5905667173268474,0.5957123111793391,0.5998300496617038,0.6021329607789443,0.6005975710572184,0.5959519048944666,0.589568976302857,0.5656377595126365,0.5439916911135063,0.533602211526954,0.5262226826969754,0.5136893124514519,0.5004978291265663,0.4698149732015202,0.4271821230232121,0.35574905325456463,0.23921837273886107,0.12304401047240497,0.03099129306171533,0.473894831756934,0.896142409673751,0.8993661305996167,0.9007015355404999,0.8989054646774786,0.8950258732745698,0.8841024720022136,0.8703410511452142,0.8370938135127755,0.8017683563128515,0.7785382686032207,0.7608391416868909,0.7335268398144523,0.6980620544451629,0.6453762565860874,0.5779549864545824,0.4764683152287877,0.3234342921495966,0.1672758946817856,0.04866260209552543,0.6891360925518454,0.6511927263399359,0.6589906370069052,0.6635177620045877,0.6690475316444185,0.6750864344434654,0.682808347553586,0.6906663362466116,0.7066109748422746,0.7272498814570831,0.7496581125186912,0.7663788483020351,0.7825159066381338,0.802374325749487,0.8237198186528151,0.845045107945345,0.8666577462910635,0.8941467762129182,0.9252573049556442,0.9607345087187631,0.7653504782907244,0.6258880986831484,0.6245541367779903,0.6239992103678076,0.62104046274619,0.6150750636950196,0.6048872776138381,0.5923551411203068,0.5587674074441698,0.5257916799939757,0.497245173520393,0.4747424081248323,0.4465897772621217,0.4116717363426049,0.3624969352113164,0.30492445715395894,0.2348233698131573,0.14113501605608889,0.06001955359047264,0.009435537348592555,0.43870749699294653,4848.0,4783.0,4743.0,4690.0,4627.0,4539.0,4441.0,4225.0,3936.0,3618.0,3367.0,3102.0,2753.0,2355.0,1933.0,1474.0,878.0,342.0,35.0,3194.157894736842,2069.0,2134.0,2174.0,2227.0,2290.0,2378.0,2476.0,2692.0,2981.0,3299.0,3550.0,3815.0,4164.0,4562.0,4984.0,5443.0,6039.0,6575.0,6882.0,3722.842105263158,468.0,533.0,573.0,626.0,689.0,777.0,875.0,1091.0,1380.0,1698.0,1949.0,2214.0,2563.0,2961.0,3383.0,3842.0,4438.0,4974.0,5281.0,2121.842105263158,0.2720832730952725,0.747575856889108,0.2946364030649125,0.531588839092092,0.6916854778028593,0.23308270676691728,0.5864661654135338,0.18045112781954886,0.13789741590013735,0.6011607945720592,1.958183990442055,0.29431934008987215,2748.8364,3677,3240,1639,156,31,78,24,269.0,837,0.499305158178697,0.4415208905594911,0.5744920993227991,3054,3863,2262,5316,6917,529,133
MOT17-09-FRCNN,0.5609634527791215,0.7720409939635957,0.4330867816608436,0.5609634527791215,0.5605007402305847,0.5591169228612856,0.5562197817388312,0.5528327366687861,0.5465573474947905,0.5389689962729663,0.5280781373863541,0.5142283866699399,0.49787183670196594,0.48328312251464295,0.466431990016921,0.4460509098042967,0.41452611837774334,0.3716161640232185,0.305847260543778,0.2192748550750957,0.11352273354458342,0.01760452205876026,0.4343945270928246,0.6510638297872341,0.6492443324937027,0.6456173421300659,0.6399499060738886,0.6340664482919981,0.6251939187092771,0.6119402985074627,0.5959780621572212,0.5784239867409975,0.5533807829181495,0.5297897196261683,0.5008595988538682,0.4699031850708573,0.4253061224489796,0.3735413661990298,0.2974981421847907,0.2042763536038625,0.09570128647631002,0.013839156101809736,0.47871441254608815,0.48333201900758377,0.48388728876902537,0.48420591119575923,0.4834447863203093,0.48200631898433843,0.4778116439732228,0.47469921437106705,0.46791406746759595,0.45715744802881786,0.44793092465889334,0.4408590198245267,0.4343708332814052,0.4234093755019753,0.404019349234579,0.36970088418467195,0.31443069222270886,0.2353745855550414,0.13466288182682526,0.0223943710611696,0.3958742955510271,0.775774647887324,0.7744600938967137,0.7718309859154929,0.7676995305164319,0.7633802816901408,0.7568075117370892,0.7468544600938967,0.7346478873239437,0.7209389671361502,0.7008450704225352,0.6813145539906104,0.6565258215962442,0.6289201877934272,0.5870422535211267,0.5350234741784038,0.4510798122065728,0.3337089201877934,0.17183098591549295,0.026854460093896713,0.6097652582159626,0.801980198019802,0.8006212385944477,0.7979033197437391,0.7936323044069112,0.7891671520093185,0.7823723548825471,0.7720830906620074,0.7594641817122889,0.7452921762764512,0.7245195107746069,0.7043292564550573,0.6787031644340905,0.6501650165016502,0.6068724519510774,0.5530964861192001,0.46631721995728986,0.34498155697922733,0.17763541059988353,0.027761599689380703,0.6303630363036303,0.5812679853761424,0.5817647522508611,0.5810793974390774,0.5804177786813612,0.5791204349704081,0.5755978059005665,0.5732896511575823,0.5680166342662323,0.5613260874422067,0.5537421108333288,0.5475345351357064,0.5432569365151441,0.5379127640443709,0.523123987659658,0.4917135725972591,0.4391947064077143,0.35885091879528236,0.24261996734668068,0.04853282575373088,0.49833488697754263,0.8340213911342081,0.8339332613891917,0.8337334418935338,0.8319739696495846,0.8290863584959922,0.8236664966139194,0.817161422553078,0.8072196037806105,0.7925890338212513,0.7756280975032764,0.7625783904031003,0.7470262578696364,0.7269708155544731,0.6982758293943836,0.6539963985718528,0.5712670686203887,0.43942082974862073,0.25013038904882606,0.04556031689887547,0.688117861733937,0.7720409939635957,0.7732087722342645,0.7754125024860503,0.7786214218097657,0.7817516791424628,0.7861725487720878,0.7923723141212454,0.7992789081634919,0.8063458173527759,0.8158016532563703,0.8240581050334456,0.8333879183440787,0.842507999952105,0.8543446672626283,0.8666211022708072,0.8832117381639822,0.9027293101078886,0.9284180646385651,0.960462772346043,0.8303551731274554,0.6123371023041783,0.6121694169880472,0.6113306190796699,0.6092128819129797,0.6065922185147878,0.6013413684043222,0.5954252475803324,0.5863037447554148,0.5740928656589405,0.5602947264047676,0.5480544375009522,0.5340184155977392,0.5160336267668998,0.48700762749756427,0.44474560308485445,0.37660767065980244,0.28026166128320557,0.15211592865484175,0.024523228661619875,0.49118254691110097,4131.0,4124.0,4110.0,4088.0,4065.0,4030.0,3977.0,3912.0,3839.0,3732.0,3628.0,3496.0,3349.0,3126.0,2849.0,2402.0,1777.0,915.0,143.0,3247.0,1194.0,1201.0,1215.0,1237.0,1260.0,1295.0,1348.0,1413.0,1486.0,1593.0,1697.0,1829.0,1976.0,2199.0,2476.0,2923.0,3548.0,4410.0,5182.0,2078.0,1020.0,1027.0,1041.0,1063.0,1086.0,1121.0,1174.0,1239.0,1312.0,1419.0,1523.0,1655.0,1802.0,2025.0,2302.0,2749.0,3374.0,4236.0,5008.0,1904.0,0.4538967136150235,0.8160081041106337,0.464037558685446,0.7156807511737089,0.739856338575034,0.46153846153846156,0.5,0.038461538461538464,0.32221725535504697,0.7275677739595265,2.552380952380952,0.4637122265239769,3109.807,3811,1514,1340,54,12,13,1,88.0,525,0.5103092783505154,0.5019718309859155,0.5189283634245777,2673,2652,2478,5151,5325,134,26
MOT17-10-FRCNN,0.5587468469628879,0.7224209285156161,0.40365041598810236,0.5587468469628879,0.5581564669956477,0.5569687817814407,0.5556968860287588,0.5524564792758078,0.5479717620600425,0.5405561826455281,0.5291909603597615,0.513642466969826,0.4975583644143541,0.47262402047834307,0.4376596087983636,0.3938665982055075,0.3392515728966573,0.2716567800021478,0.19074708875177945,0.10711482591130107,0.04470936014197328,0.009262602312777379,0.40409671868383706,0.6044069041498348,0.602406103286385,0.5998242273326497,0.5976011116799532,0.5936382870066389,0.5872692922540328,0.5785518138459315,0.562070938215103,0.5387433079740772,0.5126376289730628,0.47684402677303767,0.43342739024870397,0.3813950547018276,0.3176498974544577,0.24673249243764625,0.16408206767918998,0.08536221802643347,0.031204267573053866,0.0049687154950312845,0.4167797760582658,0.5165361891921303,0.5171571800974226,0.5171752152436215,0.5167310152318415,0.5141315312272098,0.5113038532334836,0.5050558646664596,0.49823439264763225,0.4897111109685347,0.48292265726692446,0.46844136067878606,0.44193315301007186,0.40674595873630054,0.3623222630800848,0.2990988555744651,0.22174544959061213,0.13441058814164597,0.06405940724693766,0.017267199478510017,0.39394648659540393,0.6409377677389205,0.639613677077654,0.6379001479866033,0.6364202819534232,0.6337721006308903,0.6294882779032634,0.6235688137705429,0.6121972116208427,0.5956850221979905,0.5766025391385622,0.5493418490536646,0.5144481657449957,0.4697406340057637,0.4101565542487733,0.3367084663914635,0.23981618506114183,0.13381104447386868,0.051483760417478,0.008411870083339825,0.47053180892100954,0.9138256524153249,0.9119378123264853,0.9094947251526929,0.9073847862298723,0.9036091060521932,0.8975013881177124,0.8890616324264298,0.8728484175458079,0.849305941143809,0.8220988339811216,0.7832315380344254,0.7334813992226541,0.6697390338700722,0.5847862298722931,0.4800666296501943,0.3419211549139367,0.19078289838978346,0.07340366463076069,0.011993337034980567,0.6708670621584499,0.5342984152575735,0.5350813163392636,0.535437203368586,0.5354128266172311,0.5339723116122611,0.5324354426567015,0.5284271942526019,0.5241854160838857,0.5187959995864979,0.5155043644869062,0.5070494235689067,0.48994761772032425,0.46543753355400735,0.4320199723590205,0.3801094133067894,0.30642641424342437,0.20702903756546648,0.10815365645147838,0.030404699718093883,0.43263832940784314,0.9706437605647683,0.9707135895428974,0.9690801742704701,0.9682410032986999,0.9656376337858298,0.9612136544467773,0.9542385027262174,0.9418464976816738,0.9257372081575328,0.9089404851213327,0.8816275278992645,0.8428746449955449,0.7857602953274003,0.7098371461584814,0.6074410695243176,0.4657366086140205,0.2989422681800291,0.1485871206451464,0.040447819293542464,0.7535551058017868,0.7224209285156161,0.723768758529927,0.7253808574071006,0.7266500108523025,0.7287225172416253,0.7318064178225133,0.7356817540067033,0.7423429828867051,0.7511022703480521,0.7601644731640381,0.7718192727180739,0.7850778044037166,0.8002481374786458,0.8182773085270733,0.8383865751465686,0.8639066984375485,0.8944984621718544,0.928024937634028,0.9625808662838407,0.7900453175566281,0.575384699185834,0.5751354671633658,0.5743745697181497,0.5734615056025358,0.5708259108926687,0.5673268740834058,0.5611925573436626,0.5522840808066847,0.5401051508807282,0.5276878152730554,0.5072814241114088,0.4768141146693688,0.4371099455927216,0.3854981854075906,0.317346997716884,0.23060387632363932,0.13411048127413694,0.057428383010380786,0.012051947507201458,0.4303170519243906,8229.0,8212.0,8190.0,8171.0,8137.0,8082.0,8006.0,7860.0,7648.0,7403.0,7053.0,6605.0,6031.0,5266.0,4323.0,3079.0,1718.0,661.0,108.0,6041.1578947368425,4610.0,4627.0,4649.0,4668.0,4702.0,4757.0,4833.0,4979.0,5191.0,5436.0,5786.0,6234.0,6808.0,7573.0,8516.0,9760.0,11121.0,12178.0,12731.0,6797.8421052631575,776.0,793.0,815.0,834.0,868.0,923.0,999.0,1145.0,1357.0,1602.0,1952.0,2400.0,2974.0,3739.0,4682.0,5926.0,7287.0,8344.0,8897.0,2963.842105263158,0.44785419425188877,0.7591150202154073,0.45930368408754574,0.580341148064491,0.8274292059966685,0.22807017543859648,0.5614035087719298,0.21052631578947367,0.30805872853220656,0.6822010620765427,2.376146788990826,0.45913487675560805,5656.166,7451,5388,1554,147,13,32,12,577.0,654,0.5153817982054569,0.4384297842511099,0.6250971682398667,5629,7210,3376,9005,12839,368,57
